age,job,marital,education,default,balance,housing,loan,uid
31,management,single,tertiary,no,23,yes,no,35171
80,retired,married,secondary,no,668,no,no,44103
49,blue-collar,married,unknown,no,403,yes,no,322
32,technician,single,secondary,no,2341,yes,no,15521
53,technician,divorced,secondary,no,305,no,yes,10904
34,management,married,secondary,no,5127,no,yes,13935
56,housemaid,married,secondary,no,559,no,no,17777
48,blue-collar,married,secondary,no,4770,yes,yes,25973
28,services,single,secondary,no,94,yes,no,32269
58,retired,married,secondary,no,11,no,no,20386
42,management,divorced,tertiary,no,0,no,no,9685
41,technician,married,secondary,no,-172,yes,yes,14081
77,retired,married,tertiary,no,699,no,no,40955
47,management,divorced,secondary,no,0,yes,no,24847
37,management,married,tertiary,no,355,no,no,18881
39,blue-collar,married,primary,no,774,yes,no,4919
33,management,married,tertiary,no,321,yes,no,5474
52,blue-collar,married,primary,no,1141,yes,no,36941
42,blue-collar,married,secondary,no,3168,yes,no,31845
29,admin.,married,secondary,no,-150,yes,no,659
31,unemployed,married,secondary,no,375,yes,no,32743
40,blue-collar,single,secondary,no,1066,yes,no,4922
43,technician,married,secondary,yes,-313,no,yes,12696
33,blue-collar,married,secondary,no,36,yes,no,8937
25,student,single,unknown,no,3,no,no,39639
39,blue-collar,married,secondary,no,-196,yes,no,35786
46,technician,married,secondary,no,783,yes,no,16194
32,technician,single,tertiary,no,741,yes,no,20321
50,technician,married,secondary,no,-70,no,no,19408
58,retired,divorced,tertiary,no,499,yes,yes,28293
60,retired,married,primary,no,8025,no,no,27761
30,blue-collar,married,secondary,no,363,yes,no,6614
28,services,married,secondary,no,20,yes,yes,1406
33,blue-collar,married,primary,no,233,yes,no,7409
31,technician,single,secondary,no,4040,yes,no,8283
26,self-employed,single,tertiary,no,211,no,no,28632
26,student,single,secondary,no,316,no,no,45046
37,blue-collar,married,primary,no,253,yes,no,11457
49,management,married,tertiary,no,146,no,no,23909
35,blue-collar,single,secondary,no,270,yes,no,32785
57,housemaid,married,primary,no,260,yes,no,3842
34,management,married,tertiary,no,303,yes,no,28251
38,admin.,divorced,secondary,no,0,no,no,8990
57,management,married,tertiary,no,-92,yes,yes,11847
33,technician,divorced,tertiary,no,0,yes,no,39929
52,technician,married,secondary,no,-240,no,no,21741
57,management,married,tertiary,no,1287,yes,no,31807
41,technician,married,secondary,no,2123,no,no,25045
35,admin.,married,secondary,yes,76,no,yes,10906
44,technician,married,secondary,no,310,yes,no,30621
25,student,single,tertiary,no,5,no,no,41647
56,blue-collar,divorced,secondary,no,9898,yes,no,27532
37,blue-collar,married,secondary,no,903,yes,no,33100
37,housemaid,married,primary,no,0,no,no,24025
37,technician,married,secondary,no,157,yes,no,1148
53,services,married,primary,no,6,no,no,22461
52,services,married,primary,no,306,yes,no,37329
34,unemployed,married,secondary,no,156,yes,no,34405
28,management,single,tertiary,no,3238,yes,no,4268
33,services,married,secondary,no,90,yes,no,17285
25,technician,single,secondary,no,139,no,yes,41752
46,blue-collar,married,primary,no,-169,yes,yes,13043
30,management,married,tertiary,no,7,yes,no,41336
51,blue-collar,married,primary,no,2315,no,no,19579
29,blue-collar,single,secondary,no,783,yes,no,2425
57,technician,married,secondary,no,573,yes,yes,39428
28,management,single,tertiary,no,9710,no,no,45021
34,technician,married,tertiary,no,1806,yes,no,32943
59,retired,single,secondary,no,351,yes,no,6113
44,technician,single,tertiary,no,222,yes,yes,12557
35,blue-collar,married,tertiary,no,1016,yes,no,15208
34,blue-collar,single,secondary,no,47,yes,no,32071
46,admin.,married,secondary,no,711,no,yes,17392
37,self-employed,single,tertiary,no,1286,no,no,18612
60,retired,married,unknown,no,963,no,no,22639
40,management,married,tertiary,no,570,yes,no,1515
32,management,married,tertiary,no,9214,no,yes,24049
32,technician,single,secondary,no,29,no,no,21698
47,blue-collar,married,primary,no,273,yes,no,15831
63,retired,married,primary,no,48,no,no,43889
59,admin.,married,secondary,no,3735,no,no,40331
50,self-employed,married,secondary,no,111,no,no,20377
56,admin.,divorced,secondary,yes,-435,yes,yes,1994
44,technician,single,tertiary,no,900,yes,no,28549
32,admin.,married,secondary,no,1229,no,no,44981
49,admin.,divorced,secondary,no,1718,no,yes,40633
41,blue-collar,married,secondary,no,1521,yes,no,31836
57,management,divorced,tertiary,no,15062,no,no,26220
32,technician,married,secondary,yes,-71,yes,no,6570
34,admin.,single,secondary,no,852,no,no,32093
45,management,divorced,tertiary,no,1,no,no,19263
40,blue-collar,married,primary,no,309,yes,no,37963
35,technician,married,tertiary,no,25,no,no,23231
39,blue-collar,married,secondary,no,-219,yes,no,35230
43,admin.,married,secondary,no,616,yes,no,1760
45,self-employed,married,secondary,no,629,no,no,18947
30,management,married,tertiary,no,302,yes,yes,5435
32,entrepreneur,married,tertiary,no,0,yes,no,35537
55,management,married,unknown,yes,-171,yes,no,3495
48,services,married,secondary,no,300,no,yes,14765
44,management,married,tertiary,no,1791,no,no,42986
35,management,married,tertiary,no,1471,yes,yes,41024
50,admin.,married,secondary,no,335,yes,no,33249
33,self-employed,divorced,secondary,no,892,yes,no,4983
31,management,married,tertiary,no,2,yes,no,15215
44,management,married,tertiary,no,474,yes,yes,3056
45,technician,married,secondary,no,-847,no,yes,15928
31,unemployed,married,secondary,no,296,yes,no,4613
53,admin.,married,secondary,no,105,no,yes,22219
46,management,married,unknown,no,802,yes,no,16994
82,retired,divorced,primary,no,0,no,no,43297
36,management,married,secondary,no,644,yes,no,25290
35,technician,married,secondary,no,513,yes,no,15345
74,retired,married,tertiary,no,1843,no,no,43292
49,blue-collar,married,secondary,no,1854,yes,no,4336
25,student,single,secondary,no,154,no,no,43194
56,blue-collar,married,primary,no,0,no,no,10866
43,management,single,tertiary,no,-50,yes,yes,15486
36,management,single,tertiary,no,227,no,yes,19712
58,technician,married,secondary,no,3399,no,no,39548
31,admin.,single,tertiary,no,355,yes,no,36845
23,student,single,secondary,no,287,no,no,43201
59,admin.,married,secondary,no,-396,yes,no,5684
27,admin.,divorced,secondary,no,451,yes,no,14890
33,entrepreneur,married,tertiary,no,964,yes,no,38872
34,services,divorced,secondary,no,169,yes,no,3774
37,technician,married,secondary,no,-421,yes,no,760
46,services,married,secondary,no,111,no,no,20721
27,student,single,secondary,no,3754,no,no,43290
46,entrepreneur,married,primary,no,5130,yes,yes,36184
34,management,married,secondary,no,243,no,no,28881
47,blue-collar,married,primary,no,521,yes,no,2511
33,blue-collar,divorced,primary,no,390,yes,no,1864
41,blue-collar,single,primary,yes,-137,yes,yes,573
41,admin.,married,tertiary,no,5426,yes,no,3039
34,management,married,tertiary,no,-73,yes,no,14039
41,technician,married,secondary,no,102,yes,yes,2771
59,retired,divorced,tertiary,no,979,yes,no,28950
26,technician,single,secondary,no,276,yes,no,38277
25,student,single,secondary,no,1765,yes,no,5322
55,self-employed,married,primary,no,2349,no,yes,18126
42,management,single,tertiary,no,525,no,no,20943
34,technician,married,secondary,no,298,no,no,23675
58,management,married,tertiary,no,2076,no,no,23225
33,technician,single,tertiary,no,109,yes,yes,38112
38,self-employed,married,tertiary,no,0,no,no,24031
53,services,married,secondary,no,125,yes,no,35854
26,blue-collar,single,secondary,no,-32,yes,yes,18808
58,technician,divorced,secondary,no,906,yes,yes,3862
62,unemployed,married,secondary,no,1625,no,no,33785
49,blue-collar,married,primary,no,408,no,no,20622
48,management,divorced,tertiary,no,757,yes,no,24500
21,student,single,secondary,no,6844,no,no,41043
48,management,single,tertiary,no,86,no,no,44007
30,blue-collar,married,secondary,no,0,no,yes,27370
38,services,married,tertiary,no,658,no,no,18963
30,self-employed,single,tertiary,no,253,yes,no,5507
45,blue-collar,married,primary,no,179,no,no,22863
23,technician,single,secondary,no,1587,yes,yes,37956
26,technician,single,secondary,no,2610,yes,yes,8253
31,blue-collar,married,primary,no,7424,yes,no,24068
48,blue-collar,married,primary,no,174,yes,yes,19748
30,blue-collar,single,secondary,no,522,no,no,30794
31,management,single,tertiary,no,2915,no,no,34049
43,blue-collar,single,primary,no,0,no,no,13467
42,management,married,tertiary,no,831,yes,no,14390
35,blue-collar,single,secondary,no,113,no,no,13568
31,services,single,secondary,no,11386,yes,no,26462
44,blue-collar,married,secondary,no,1081,yes,no,4689
46,management,divorced,tertiary,no,302,no,no,21369
27,management,single,tertiary,no,616,yes,no,39434
36,blue-collar,married,secondary,no,537,no,no,11357
30,services,married,primary,no,1015,yes,no,26411
70,retired,married,secondary,no,2575,no,no,33263
47,self-employed,married,tertiary,no,3072,no,no,27580
54,housemaid,divorced,primary,no,2253,yes,no,30417
43,management,married,tertiary,no,143,no,no,21544
40,blue-collar,married,primary,no,104,yes,no,37483
22,services,married,primary,no,7982,yes,no,8749
30,blue-collar,single,secondary,no,327,yes,no,39060
46,admin.,single,secondary,no,1790,yes,no,9284
51,admin.,divorced,tertiary,no,66,yes,no,43265
34,blue-collar,divorced,secondary,no,0,no,yes,4788
20,student,single,secondary,no,162,no,no,39467
46,technician,divorced,secondary,no,447,no,yes,22414
52,management,married,unknown,no,2240,yes,no,2520
49,blue-collar,single,secondary,no,725,yes,no,37055
58,retired,divorced,secondary,no,1080,yes,no,17710
18,student,single,unknown,no,108,no,no,42955
35,blue-collar,married,unknown,no,56,yes,no,8551
29,blue-collar,single,secondary,no,874,yes,no,3350
32,management,single,tertiary,no,1742,no,no,9281
33,technician,married,secondary,no,79,yes,no,21353
39,management,married,tertiary,no,88,no,no,21683
43,management,married,tertiary,no,1791,no,no,40641
57,blue-collar,married,secondary,no,649,yes,no,25008
36,admin.,married,secondary,no,1588,yes,no,31690
36,blue-collar,single,secondary,no,767,yes,no,34481
38,management,married,tertiary,no,3436,no,no,27519
31,services,single,secondary,no,-475,yes,no,36707
33,student,single,unknown,no,1170,no,no,34067
31,technician,single,tertiary,no,7005,no,no,22955
47,admin.,married,secondary,no,642,yes,no,37419
47,blue-collar,married,unknown,no,584,yes,no,4046
56,housemaid,married,primary,no,0,yes,yes,14134
35,technician,divorced,secondary,no,69,yes,no,1554
34,blue-collar,single,secondary,no,213,yes,no,36332
70,retired,divorced,primary,no,482,no,no,42657
30,technician,single,secondary,no,728,yes,no,30443
31,unemployed,single,tertiary,no,140,yes,no,35513
29,management,single,tertiary,no,224,yes,no,33799
41,blue-collar,married,secondary,yes,-651,yes,yes,5762
32,management,married,tertiary,no,376,yes,no,31378
26,blue-collar,married,primary,no,178,yes,no,8838
57,admin.,divorced,secondary,no,658,no,no,13933
35,admin.,single,secondary,no,2201,yes,no,8661
34,self-employed,married,tertiary,no,1972,yes,no,16308
75,blue-collar,married,secondary,no,6053,no,no,42997
49,retired,married,primary,no,192,no,no,13944
40,services,married,secondary,no,0,yes,no,16568
53,technician,divorced,secondary,no,392,yes,no,27779
46,blue-collar,married,primary,no,501,yes,no,2995
60,retired,married,primary,no,71188,no,no,41694
45,services,married,secondary,no,0,no,no,14193
30,student,single,secondary,no,155,no,no,39957
35,technician,single,tertiary,no,670,yes,no,17156
27,technician,single,secondary,no,2731,no,no,40319
59,blue-collar,married,primary,no,162,no,no,24764
41,admin.,married,secondary,no,5110,yes,no,31990
29,management,single,tertiary,no,4210,yes,no,38905
39,management,married,tertiary,no,613,no,no,43794
39,admin.,married,secondary,no,-650,no,no,38425
42,services,single,unknown,no,410,no,no,27709
30,admin.,single,tertiary,no,33,yes,no,17072
32,technician,single,secondary,no,0,yes,yes,396
43,entrepreneur,married,primary,no,526,yes,no,1096
45,management,married,secondary,no,625,no,no,11991
39,management,single,tertiary,no,572,yes,no,18664
53,self-employed,married,tertiary,no,1672,no,no,27831
46,management,married,tertiary,no,1698,yes,no,30614
48,blue-collar,married,primary,no,257,yes,no,9005
60,blue-collar,married,tertiary,no,759,no,no,19972
60,retired,married,primary,no,22018,no,no,9422
66,retired,married,secondary,no,995,no,no,31189
29,services,married,secondary,no,10,yes,no,14232
38,technician,married,secondary,no,2220,no,no,12734
60,management,married,tertiary,no,205,no,no,39531
50,services,married,primary,no,-15,no,yes,12509
34,blue-collar,married,secondary,no,320,yes,no,44531
47,management,divorced,tertiary,no,10399,yes,no,3487
33,management,single,tertiary,no,373,no,yes,42004
32,housemaid,married,tertiary,no,834,no,no,20230
26,services,single,secondary,no,212,yes,no,38414
53,blue-collar,married,primary,no,634,yes,no,3865
51,blue-collar,married,primary,no,440,no,no,20076
52,admin.,married,secondary,no,1113,no,yes,40540
38,management,divorced,tertiary,no,219,yes,no,13850
39,technician,single,secondary,no,12,yes,no,38438
33,management,single,tertiary,no,308,yes,no,19980
30,blue-collar,married,secondary,no,313,yes,yes,35046
52,technician,married,tertiary,no,1785,no,no,40954
27,admin.,married,secondary,no,1033,yes,no,1886
47,services,divorced,primary,no,91,yes,no,32912
48,admin.,married,secondary,no,315,yes,no,36718
35,services,single,secondary,no,719,yes,no,39352
45,management,single,tertiary,no,819,no,no,26202
54,housemaid,married,unknown,no,4789,no,no,10119
35,unemployed,single,tertiary,no,154,no,no,42815
42,blue-collar,married,primary,no,1520,yes,no,30235
36,technician,married,secondary,no,361,no,no,19347
51,retired,divorced,secondary,no,1679,no,no,40890
38,blue-collar,married,secondary,no,625,yes,yes,36057
46,self-employed,married,secondary,no,0,yes,yes,3148
54,management,divorced,tertiary,no,192,yes,no,6996
43,technician,married,secondary,no,764,yes,no,24920
36,student,single,secondary,no,624,no,no,30471
33,blue-collar,single,secondary,no,1925,yes,no,31224
29,management,single,tertiary,no,176,no,no,30930
59,blue-collar,married,secondary,no,87,no,no,8951
48,admin.,married,secondary,no,-582,yes,no,34646
27,management,single,secondary,no,145,yes,no,43637
36,management,divorced,tertiary,no,803,yes,no,36075
35,services,married,secondary,no,322,yes,yes,12049
51,services,married,secondary,no,5885,yes,no,38129
59,housemaid,married,primary,no,495,no,no,9098
33,blue-collar,single,secondary,no,328,yes,no,1932
28,student,single,secondary,no,404,yes,no,38830
25,management,single,tertiary,no,553,yes,no,41603
27,self-employed,single,tertiary,no,202,yes,no,15692
41,admin.,divorced,secondary,no,1967,yes,no,38930
43,services,married,primary,no,29,no,no,12758
65,retired,married,tertiary,no,1948,no,no,29369
25,blue-collar,single,secondary,no,2096,yes,no,8395
29,blue-collar,married,secondary,no,2870,yes,no,14883
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,26734
31,technician,single,secondary,no,4,yes,no,33502
40,retired,married,secondary,no,263,no,no,9613
56,management,divorced,tertiary,no,2126,yes,no,24358
53,retired,divorced,tertiary,no,-309,yes,no,41235
47,management,married,secondary,no,177,yes,no,37923
29,services,single,secondary,no,32,yes,no,8822
35,unemployed,married,secondary,no,978,no,no,44030
36,management,single,tertiary,no,86,no,no,22656
32,entrepreneur,single,tertiary,no,-34,yes,no,31322
47,housemaid,divorced,primary,no,61,no,no,17561
33,blue-collar,married,secondary,no,0,yes,no,14350
27,technician,single,secondary,no,1511,yes,no,34191
38,unemployed,married,primary,no,-363,no,no,10423
32,technician,single,tertiary,no,392,yes,no,27525
57,housemaid,divorced,secondary,no,4969,no,no,27446
25,student,single,secondary,no,304,no,no,42384
44,technician,married,secondary,no,10888,yes,no,24777
45,technician,single,unknown,no,7108,yes,yes,24788
54,entrepreneur,divorced,tertiary,no,5784,no,no,27320
42,blue-collar,married,secondary,no,0,yes,no,16802
36,technician,single,secondary,no,210,no,no,29078
25,services,single,secondary,no,2,no,no,13097
30,student,single,secondary,no,2046,no,no,40748
28,admin.,single,secondary,no,520,yes,no,42390
