UID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus
5022,Jul,1,Tuesday,Pontiac,Urban,Thursday,Jul,2,Male,Married
7126,Mar,1,Wednesday,Mazda,Urban,Wednesday,Mar,1,Female,Single
3048,Dec,3,Monday,Pontiac,Urban,Thursday,Dec,4,Male,Single
13968,Jul,2,Wednesday,Pontiac,Urban,Friday,Jul,3,Male,Single
5334,Jan,2,Friday,VW,Rural,Saturday,Jan,2,Male,Married
2101,Apr,3,Monday,Toyota,Urban,Monday,Apr,3,Male,Married
6357,Dec,3,Wednesday,Mazda,Urban,Friday,Dec,4,Male,Married
6490,Nov,3,Saturday,Mazda,Urban,Monday,Nov,3,Male,Married
8273,Mar,1,Friday,Honda,Urban,Tuesday,Mar,2,Male,Single
738,Mar,1,Friday,Saab,Urban,Thursday,Mar,2,Male,Married
7766,May,3,Sunday,Chevrolet,Rural,Monday,May,3,Male,Married
5182,Dec,3,Sunday,Pontiac,Urban,Tuesday,Jan,1,Female,Married
2013,Mar,2,Saturday,Pontiac,Urban,Monday,Mar,3,Male,Single
9437,Jul,4,Tuesday,Ford,Urban,Tuesday,Jul,4,Male,Single
9967,Jul,4,Monday,Pontiac,Urban,Tuesday,Jul,4,Male,Married
12607,Apr,4,Tuesday,Honda,Urban,Monday,May,3,Male,Married
1647,Jun,1,Tuesday,Mazda,Urban,Tuesday,Jun,1,Female,Single
1843,Apr,3,Wednesday,Toyota,Urban,Wednesday,May,2,Male,Married
30,Mar,2,Friday,Dodge,Urban,Saturday,Mar,2,Male,Married
11750,Jan,4,Wednesday,Accura,Urban,Wednesday,Feb,1,Male,Married
3815,Oct,4,Friday,Ford,Urban,Monday,Oct,4,Male,Widow
4126,Apr,4,Monday,Toyota,Rural,Tuesday,Apr,4,Male,Married
465,May,4,Tuesday,Honda,Urban,Monday,Aug,4,Female,Single
8486,Dec,2,Friday,Honda,Urban,Monday,Jan,3,Male,Single
10614,Jun,3,Tuesday,Honda,Urban,Wednesday,Jun,3,Male,Married
5869,Sep,5,Thursday,Pontiac,Urban,Monday,Oct,1,Male,Single
6108,Jun,2,Saturday,Pontiac,Urban,Monday,Jun,2,Male,Married
11346,Sep,3,Tuesday,Mazda,Rural,Tuesday,Oct,1,Male,Married
4135,Nov,2,Friday,Pontiac,Urban,Thursday,Nov,3,Male,Married
1951,Dec,5,Wednesday,Honda,Urban,Wednesday,Jan,3,Male,Single
838,May,2,Friday,Chevrolet,Urban,Wednesday,May,4,Male,Married
8557,Oct,3,Friday,Honda,Urban,Monday,Oct,4,Male,Single
7221,May,3,Tuesday,Mazda,Urban,Wednesday,Jun,1,Male,Married
12105,Aug,2,Saturday,Chevrolet,Urban,Thursday,Nov,1,Male,Single
6276,Aug,4,Sunday,Honda,Urban,Monday,Sep,3,Male,Married
5252,Jan,2,Thursday,Chevrolet,Urban,Monday,Jan,3,Male,Married
12618,Nov,3,Thursday,Honda,Urban,Monday,Nov,4,Female,Married
7863,Sep,4,Friday,Toyota,Urban,Monday,Sep,4,Male,Married
10644,Mar,4,Friday,Honda,Urban,Friday,Mar,4,Female,Single
8837,Apr,4,Tuesday,VW,Urban,Friday,Jun,1,Female,Single
13358,Sep,5,Saturday,Pontiac,Urban,Wednesday,Oct,1,Male,Single
9372,Mar,1,Thursday,Honda,Urban,Thursday,Mar,1,Female,Divorced
8485,Feb,1,Wednesday,Honda,Urban,Thursday,Feb,1,Male,Married
5536,Aug,2,Friday,Honda,Urban,Thursday,Aug,4,Female,Single
8741,Dec,4,Wednesday,Honda,Urban,Thursday,Jan,2,Female,Married
4157,Mar,2,Monday,Honda,Urban,Monday,Mar,3,Male,Married
947,Nov,1,Wednesday,Toyota,Urban,Monday,Nov,3,Male,Married
10752,Jun,3,Friday,Honda,Urban,Monday,Jun,3,Male,Single
1420,May,1,Tuesday,Chevrolet,Urban,Tuesday,May,1,Male,Married
5324,Dec,4,Sunday,Mazda,Urban,Wednesday,Jan,3,Male,Married
11395,Apr,2,Wednesday,Toyota,Urban,Wednesday,Apr,3,Female,Married
3692,Feb,2,Wednesday,Mazda,Urban,Thursday,Feb,2,Male,Single
5192,Mar,2,Saturday,Pontiac,Urban,Wednesday,Mar,3,Male,Married
10934,Jun,1,Sunday,Chevrolet,Urban,Monday,Jun,1,Male,Single
5311,Feb,3,Monday,Honda,Rural,Friday,Mar,1,Male,Single
82,Dec,2,Friday,Chevrolet,Urban,Thursday,Apr,3,Male,Married
12959,Jan,3,Sunday,Ford,Urban,Thursday,Jan,3,Male,Married
4114,Jun,2,Friday,Pontiac,Rural,Thursday,Jun,3,Male,Married
15364,Jan,1,Tuesday,Toyota,Urban,Tuesday,Jan,2,Male,Married
3722,Mar,2,Friday,Saturn,Urban,Monday,Mar,2,Male,Single
13255,Sep,1,Thursday,Toyota,Rural,Friday,Sep,1,Male,Single
13815,Jun,5,Thursday,Pontiac,Urban,Monday,Jul,1,Male,Married
9802,Sep,1,Monday,Toyota,Urban,Monday,Sep,1,Male,Married
3797,Jul,2,Friday,Toyota,Urban,Friday,Jul,2,Male,Married
3739,Aug,3,Tuesday,Pontiac,Urban,Wednesday,Aug,4,Male,Married
12494,Feb,4,Saturday,Toyota,Urban,Monday,Mar,3,Male,Single
7576,Oct,5,Saturday,Toyota,Urban,Thursday,Nov,1,Female,Single
11852,Mar,4,Wednesday,Pontiac,Urban,Thursday,Apr,2,Male,Married
13964,Nov,4,Thursday,Toyota,Urban,Thursday,Nov,4,Male,Married
3353,Oct,3,Monday,Pontiac,Urban,Tuesday,Oct,3,Male,Married
10897,Sep,2,Saturday,Toyota,Urban,Monday,Sep,3,Male,Single
4245,Mar,5,Thursday,Mazda,Urban,Thursday,Mar,5,Female,Single
12839,Oct,4,Sunday,Honda,Urban,Monday,Oct,4,Male,Married
14716,Apr,3,Wednesday,Mazda,Urban,Wednesday,Apr,3,Male,Married
14241,Jun,3,Wednesday,Mazda,Urban,Friday,Aug,3,Male,Married
5163,Aug,5,Thursday,Pontiac,Urban,Tuesday,Sep,1,Male,Single
13057,Nov,1,Thursday,Mazda,Urban,Tuesday,Nov,3,Male,Married
12612,Mar,2,Tuesday,Chevrolet,Urban,Tuesday,Mar,2,Male,Married
15411,Nov,4,Tuesday,Honda,Rural,Wednesday,Nov,5,Male,Married
14181,Nov,3,Wednesday,Mazda,Urban,Monday,Nov,3,Male,Married
5856,Aug,4,Monday,Mazda,Urban,Wednesday,Aug,4,Male,Married
13436,Jul,2,Monday,Mazda,Urban,Monday,Jul,3,Female,Widow
8460,Mar,1,Thursday,Mazda,Urban,Tuesday,Mar,2,Male,Married
9483,Jan,4,Saturday,Chevrolet,Urban,Tuesday,Jan,4,Female,Married
12465,Jan,2,Thursday,Pontiac,Urban,Friday,Jan,5,Female,Married
93,Aug,4,Saturday,Pontiac,Urban,Monday,Aug,5,Male,Married
11291,Mar,3,Tuesday,Mazda,Urban,Thursday,Apr,2,Male,Single
10030,Feb,2,Friday,Toyota,Urban,Friday,Feb,3,Male,Married
12002,Feb,2,Tuesday,Mazda,Urban,Wednesday,Feb,2,Male,Married
12685,Oct,4,Saturday,Honda,Rural,Wednesday,Oct,4,Male,Single
3517,May,4,Sunday,Toyota,Urban,Monday,May,4,Male,Married
6424,Dec,2,Saturday,Pontiac,Urban,Wednesday,Dec,2,Male,Single
14893,May,3,Wednesday,VW,Urban,Monday,May,4,Male,Married
14707,Apr,3,Tuesday,Accura,Urban,Thursday,Apr,3,Male,Married
4312,May,2,Friday,Chevrolet,Rural,Wednesday,May,3,Male,Married
11037,May,1,Friday,Toyota,Urban,Friday,May,1,Male,Single
12426,May,4,Tuesday,Chevrolet,Urban,Friday,May,4,Male,Married
9616,Mar,5,Wednesday,Pontiac,Urban,Tuesday,Apr,1,Male,Married
7677,Apr,2,Wednesday,Accura,Urban,Friday,Apr,4,Male,Single
312,Mar,2,Friday,Mercury,Urban,Friday,Mar,2,Female,Single
3383,Jul,3,Monday,Accura,Urban,Tuesday,Jul,3,Male,Married
6379,May,1,Monday,Mazda,Urban,Tuesday,May,1,Male,Single
11318,Jul,4,Monday,Honda,Urban,Monday,Jul,4,Male,Married
9936,Nov,2,Wednesday,Pontiac,Urban,Wednesday,Nov,2,Male,Single
2941,Mar,2,Friday,Pontiac,Urban,Thursday,Dec,3,Male,Married
10284,Feb,2,Sunday,Honda,Urban,Tuesday,Feb,3,Male,Single
3016,Sep,4,Friday,Toyota,Urban,Saturday,Sep,4,Male,Married
7227,Sep,2,Tuesday,Toyota,Urban,Monday,Sep,3,Male,Single
4164,Jun,1,Wednesday,Ford,Rural,Thursday,Jun,1,Male,Married
9351,Jan,3,Tuesday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married
5433,Jun,2,Tuesday,Pontiac,Urban,Wednesday,Jun,2,Male,Married
4082,May,1,Monday,Pontiac,Urban,Tuesday,May,1,Male,Single
8828,Apr,2,Thursday,Toyota,Urban,Wednesday,Apr,2,Male,Married
11786,Jun,1,Monday,Toyota,Urban,Wednesday,Jun,2,Female,Married
11890,Nov,2,Tuesday,Mazda,Urban,Thursday,Nov,2,Male,Married
14668,Oct,4,Saturday,Ford,Urban,Tuesday,Oct,4,Male,Single
14670,Dec,2,Friday,VW,Urban,Tuesday,Dec,2,Male,Married
12290,Feb,3,Monday,Mazda,Urban,Friday,Mar,1,Female,Single
3062,Apr,5,Saturday,Mazda,Urban,Monday,May,2,Male,Single
2914,Apr,1,Tuesday,Honda,Urban,Tuesday,Apr,3,Male,Married
4443,Jul,3,Friday,Mazda,Urban,Tuesday,Jul,3,Male,Married
12919,Nov,2,Friday,Honda,Urban,Wednesday,Nov,5,Male,Married
3899,Jan,2,Monday,Mazda,Urban,Monday,Jan,2,Male,Married
12643,Jul,2,Saturday,Pontiac,Urban,Monday,Jul,2,Male,Single
13737,Jan,1,Thursday,Mazda,Urban,Monday,Jan,2,Male,Single
3874,Mar,4,Monday,Mazda,Urban,Friday,Apr,1,Male,Married
9440,Jun,4,Friday,Honda,Urban,Wednesday,Jun,5,Male,Single
14431,May,3,Sunday,Honda,Urban,Tuesday,May,3,Male,Single
3727,May,3,Monday,Toyota,Rural,Wednesday,May,3,Male,Single
15329,Jan,2,Friday,Accura,Urban,Friday,Jan,2,Male,Married
10277,Oct,3,Wednesday,Toyota,Urban,Wednesday,Jan,3,Female,Single
6414,Jul,4,Tuesday,Mazda,Urban,Wednesday,Sep,1,Male,Married
1218,Jul,1,Wednesday,Pontiac,Urban,Tuesday,Jul,2,Male,Married
8909,Sep,3,Tuesday,Mazda,Urban,Tuesday,Sep,4,Male,Single
13253,Sep,5,Thursday,Mercury,Urban,Monday,Oct,1,Female,Married
7717,Jul,4,Thursday,Chevrolet,Urban,Thursday,Jul,4,Female,Married
14053,Nov,1,Saturday,Pontiac,Rural,Tuesday,Nov,2,Male,Married
2310,Oct,3,Monday,Chevrolet,Urban,Monday,Oct,4,Female,Single
3000,Jun,1,Thursday,Mazda,Urban,Friday,Jun,2,Male,Married
10859,May,3,Tuesday,Honda,Urban,Monday,May,4,Male,Married
10449,Jun,4,Thursday,Pontiac,Urban,Thursday,Jun,4,Male,Single
509,Jan,2,Sunday,Ford,Rural,Tuesday,Jan,2,Male,Married
9150,Jun,2,Friday,Mazda,Urban,Friday,Jun,3,Male,Married
9,Apr,3,Tuesday,Ford,Urban,Wednesday,Apr,3,Male,Married
794,Sep,4,Sunday,Mazda,Urban,Thursday,Sep,5,Female,Married
15359,Feb,4,Wednesday,Chevrolet,Urban,Tuesday,Mar,2,Female,Single
758,Mar,2,Friday,Honda,Urban,Tuesday,Mar,3,Male,Single
9370,Jul,3,Tuesday,Toyota,Urban,Wednesday,Jul,3,Male,Married
9225,May,4,Tuesday,Mazda,Urban,Wednesday,May,4,Male,Married
2690,Apr,2,Saturday,Honda,Urban,Tuesday,Apr,2,Male,Married
3429,Jan,4,Friday,Honda,Urban,Monday,Feb,1,Male,Single
3208,Jul,5,Friday,Mazda,Urban,Wednesday,Aug,3,Male,Married
13500,Feb,1,Thursday,Mazda,Urban,Friday,Feb,1,Male,Married
2571,Nov,3,Sunday,Mercury,Urban,Monday,Nov,3,Female,Married
8048,Aug,4,Saturday,Toyota,Urban,Tuesday,Sep,2,Male,Married
14174,Mar,1,Friday,Pontiac,Urban,Tuesday,Mar,2,Male,Married
5899,Aug,4,Wednesday,Chevrolet,Urban,Wednesday,Aug,4,Male,Married
4230,May,4,Monday,Honda,Urban,Tuesday,May,5,Male,Single
3563,Jan,2,Monday,Toyota,Urban,Thursday,Feb,2,Male,Married
10468,Feb,3,Thursday,Chevrolet,Urban,Monday,Feb,3,Male,Single
2959,Apr,3,Sunday,Pontiac,Urban,Thursday,May,3,Female,Married
12952,May,2,Friday,Toyota,Urban,Tuesday,May,3,Male,Married
8725,Jan,3,Wednesday,Honda,Urban,Thursday,Jan,3,Male,Single
10678,Mar,2,Thursday,Pontiac,Rural,Tuesday,Mar,3,Male,Married
5010,May,5,Wednesday,Chevrolet,Rural,Tuesday,Jun,1,Female,Single
8095,Nov,2,Friday,Toyota,Urban,Tuesday,Nov,4,Male,Single
3569,May,2,Wednesday,Accura,Rural,Wednesday,May,3,Male,Married
5759,May,4,Monday,Toyota,Urban,Monday,May,4,Male,Married
5560,May,2,Saturday,Mazda,Urban,Monday,May,2,Male,Single
7609,Mar,5,Tuesday,Toyota,Urban,Wednesday,Apr,1,Female,Single
7903,Dec,3,Friday,Mazda,Urban,Monday,Dec,3,Male,Married
5144,Jul,1,Saturday,Pontiac,Urban,Tuesday,Jul,1,Male,Married
9525,Sep,3,Sunday,Pontiac,Urban,Wednesday,Sep,5,Male,Married
11330,Apr,1,Wednesday,Honda,Urban,Thursday,Apr,1,Male,Single
7170,May,2,Monday,Toyota,Rural,Wednesday,May,3,Male,Single
11474,Aug,1,Friday,Toyota,Urban,Wednesday,Aug,3,Male,Married
3031,Sep,3,Thursday,Mazda,Urban,Thursday,Sep,3,Male,Single
13539,Jan,4,Thursday,Toyota,Urban,Wednesday,Feb,1,Male,Married
8669,Jan,3,Tuesday,Honda,Urban,Wednesday,Jan,3,Male,Single
10535,Mar,2,Sunday,Mazda,Urban,Wednesday,Mar,3,Female,Married
5353,Jan,1,Monday,Toyota,Urban,Tuesday,Jan,1,Male,Single
8516,Apr,4,Friday,Honda,Urban,Wednesday,May,1,Female,Married
10386,Jan,2,Monday,Mazda,Urban,Monday,Jan,2,Male,Single
2532,Feb,4,Tuesday,Toyota,Urban,Tuesday,Feb,4,Male,Single
4631,Jul,2,Friday,Toyota,Urban,Tuesday,Jul,2,Male,Married
6808,Jan,3,Friday,Pontiac,Urban,Tuesday,Jan,3,Female,Married
14091,Sep,5,Wednesday,Toyota,Rural,Wednesday,Sep,5,Male,Married
6768,Sep,5,Friday,Chevrolet,Rural,Monday,Oct,1,Male,Married
600,Sep,5,Friday,Mazda,Rural,Friday,Sep,5,Male,Married
9435,Aug,2,Monday,Toyota,Urban,Wednesday,Aug,2,Male,Single
9608,Oct,4,Saturday,Pontiac,Urban,Wednesday,Nov,3,Male,Single
13823,Jul,5,Friday,Pontiac,Urban,Monday,Aug,2,Male,Married
2045,Jul,2,Thursday,Pontiac,Urban,Monday,Jul,2,Male,Single
12501,Mar,4,Friday,Honda,Urban,Wednesday,Apr,2,Male,Married
13032,Aug,3,Thursday,Honda,Urban,Wednesday,Aug,5,Male,Married
11614,Jul,2,Tuesday,Honda,Urban,Wednesday,Aug,3,Male,Single
2521,Oct,2,Sunday,Honda,Urban,Thursday,Oct,3,Male,Married
3895,Mar,2,Tuesday,Pontiac,Urban,Wednesday,Mar,2,Male,Married
8888,Sep,1,Tuesday,Pontiac,Urban,Thursday,Sep,2,Male,Married
8122,Sep,1,Monday,Mazda,Urban,Tuesday,Sep,1,Female,Single
6628,Oct,4,Saturday,Toyota,Urban,Monday,Oct,4,Male,Single
6548,Apr,3,Monday,Mazda,Urban,Monday,Apr,3,Male,Married
2777,Oct,5,Sunday,Toyota,Urban,Tuesday,Nov,1,Female,Married
1283,Dec,3,Friday,Pontiac,Urban,Monday,Dec,3,Male,Married
9265,May,1,Sunday,Honda,Rural,Tuesday,May,1,Male,Married
9359,Jan,4,Friday,Honda,Urban,Monday,Jan,4,Male,Single
3816,May,3,Friday,Pontiac,Urban,Thursday,May,4,Male,Married
1185,Apr,4,Saturday,Toyota,Urban,Wednesday,Apr,4,Female,Single
13011,Dec,2,Tuesday,Pontiac,Urban,Wednesday,Dec,2,Male,Single
15261,Oct,5,Saturday,Toyota,Urban,Thursday,Nov,1,Male,Married
2181,Feb,4,Monday,VW,Urban,Wednesday,Mar,1,Male,Married
9023,Mar,4,Tuesday,Toyota,Urban,Wednesday,Mar,4,Male,Single
2710,Sep,1,Sunday,Chevrolet,Rural,Thursday,Sep,2,Female,Single
234,Mar,4,Thursday,Mercury,Urban,Friday,Mar,4,Male,Married
14192,Aug,4,Tuesday,Toyota,Urban,Friday,Aug,4,Male,Single
1312,Nov,3,Friday,BMW,Urban,Monday,Dec,1,Male,Married
14986,Sep,3,Sunday,Chevrolet,Urban,Wednesday,Sep,3,Female,Married
2185,Mar,3,Sunday,Pontiac,Urban,Monday,Mar,4,Male,Married
9696,Jul,5,Saturday,Mazda,Urban,Wednesday,Dec,2,Male,Single
9589,Jan,4,Tuesday,Honda,Urban,Friday,Feb,4,Male,Married
15265,Oct,5,Friday,Chevrolet,Urban,Friday,Feb,2,Male,Married
12569,Jul,3,Wednesday,Pontiac,Urban,Tuesday,Jul,4,Male,Married
11194,Apr,1,Saturday,Honda,Urban,Monday,Apr,3,Male,Married
3467,Nov,1,Wednesday,Mazda,Urban,Thursday,Nov,1,Female,Married
12722,Aug,3,Tuesday,Toyota,Rural,Wednesday,Aug,3,Male,Married
12334,May,3,Friday,Pontiac,Urban,Monday,May,5,Male,Married
7426,Jan,2,Monday,Honda,Urban,Wednesday,Jan,3,Male,Single
9490,Jun,5,Tuesday,Pontiac,Rural,Monday,Jul,1,Female,Married
14942,Oct,2,Saturday,Toyota,Urban,Tuesday,Oct,4,Male,Single
13273,Apr,1,Sunday,Honda,Urban,Tuesday,Apr,1,Male,Married
5180,Jul,3,Tuesday,Pontiac,Urban,Tuesday,Aug,1,Male,Married
7776,Feb,1,Thursday,Pontiac,Rural,Thursday,Feb,2,Male,Married
2042,Mar,3,Tuesday,Chevrolet,Urban,Thursday,Mar,3,Male,Single
10673,Mar,3,Sunday,Chevrolet,Urban,Wednesday,Mar,4,Male,Single
4738,Feb,3,Friday,Mazda,Urban,Tuesday,Feb,4,Male,Married
461,Mar,1,Sunday,Toyota,Urban,Tuesday,Mar,2,Female,Married
806,Jun,2,Wednesday,Toyota,Urban,Tuesday,Jun,3,Male,Married
8314,Nov,2,Monday,Toyota,Urban,Thursday,Nov,4,Male,Married
10179,Feb,3,Friday,Mazda,Urban,Friday,Feb,3,Male,Married
14395,Apr,2,Wednesday,Mazda,Urban,Thursday,Apr,3,Male,Married
1372,May,1,Tuesday,Pontiac,Urban,Wednesday,May,1,Male,Married
1249,Feb,3,Monday,Honda,Rural,Thursday,Feb,3,Male,Married
11183,Aug,1,Wednesday,Honda,Urban,Monday,Aug,2,Male,Married
14477,Jun,3,Friday,Honda,Urban,Wednesday,Jun,5,Male,Married
7940,Apr,1,Tuesday,Honda,Urban,Wednesday,Apr,1,Male,Single
13193,Mar,3,Monday,Mazda,Urban,Monday,Mar,4,Male,Married
10389,Jan,2,Monday,Honda,Urban,Tuesday,Jan,2,Male,Married
8941,Apr,1,Tuesday,Chevrolet,Urban,Wednesday,Apr,1,Male,Married
11538,May,1,Thursday,Chevrolet,Urban,Wednesday,May,2,Male,Married
8901,Mar,4,Sunday,Pontiac,Urban,Monday,Apr,1,Male,Married
2938,Apr,3,Sunday,Honda,Urban,Wednesday,Apr,3,Male,Married
6127,Jun,1,Sunday,Mazda,Urban,Monday,Jun,1,Male,Single
1354,Oct,1,Wednesday,Toyota,Urban,Tuesday,Oct,2,Female,Single
8841,Jul,1,Thursday,Toyota,Urban,Friday,Jul,2,Male,Married
15236,Feb,3,Monday,Toyota,Urban,Friday,Feb,3,Male,Married
5241,Feb,4,Sunday,Chevrolet,Urban,Monday,Feb,5,Male,Married
10106,Jun,4,Tuesday,Pontiac,Urban,Tuesday,Jun,4,Male,Single
14159,Jan,1,Thursday,Chevrolet,Urban,Friday,Jan,2,Male,Single
2746,Jul,1,Saturday,Honda,Urban,Thursday,Jul,1,Female,Married
12161,Feb,4,Monday,Toyota,Rural,Tuesday,Feb,4,Male,Married
12377,Mar,4,Friday,Chevrolet,Rural,Monday,Apr,1,Male,Married
15171,Jun,2,Thursday,Honda,Urban,Thursday,Jun,2,Male,Single
1449,Jun,2,Wednesday,Toyota,Rural,Thursday,Jun,2,Male,Married
8374,May,3,Sunday,Toyota,Urban,Monday,May,3,Female,Married
557,Jan,5,Monday,Honda,Urban,Tuesday,Feb,1,Male,Married
13094,Sep,1,Saturday,Toyota,Urban,Wednesday,Sep,1,Male,Married
13954,Aug,2,Monday,Pontiac,Urban,Friday,Sep,4,Male,Married
14840,Apr,1,Wednesday,Honda,Urban,Monday,Apr,2,Male,Married
521,Jan,5,Friday,Honda,Urban,Friday,Jan,5,Male,Single
2189,Mar,3,Friday,Pontiac,Urban,Friday,Mar,3,Male,Married
12285,Jan,4,Sunday,BMW,Urban,Tuesday,Jan,4,Male,Married
8404,Nov,3,Thursday,Chevrolet,Rural,Friday,Nov,3,Male,Married
14048,Oct,2,Friday,Chevrolet,Urban,Tuesday,Oct,3,Male,Married
14333,Aug,4,Monday,Honda,Rural,Tuesday,Aug,4,Male,Single
14592,Nov,2,Thursday,Honda,Urban,Friday,Nov,2,Male,Married
9546,Jun,4,Sunday,Honda,Urban,Tuesday,Jun,4,Male,Married
3225,Jun,4,Tuesday,Pontiac,Urban,Thursday,Sep,4,Female,Married
1256,Feb,3,Monday,Honda,Urban,Tuesday,Feb,3,Male,Single
1565,Oct,1,Friday,Accura,Urban,Friday,Oct,1,Male,Single
4118,Sep,5,Thursday,Mazda,Urban,Tuesday,Oct,1,Female,Married
130,Jul,2,Friday,Pontiac,Urban,Friday,Jul,2,Male,Single
4033,May,5,Tuesday,Ford,Urban,Tuesday,May,5,Male,Married
7985,Jul,4,Sunday,Accura,Urban,Monday,Aug,1,Male,Married
10654,Mar,2,Wednesday,Chevrolet,Urban,Friday,Mar,2,Male,Married
11791,Oct,2,Sunday,Honda,Urban,Thursday,Oct,2,Male,Single
12307,Jun,2,Friday,Chevrolet,Urban,Wednesday,Jun,3,Male,Married
2270,Nov,2,Wednesday,Pontiac,Urban,Thursday,Nov,2,Female,Married
13140,Feb,4,Monday,Honda,Urban,Tuesday,Feb,4,Male,Married
6696,Sep,1,Monday,Pontiac,Urban,Tuesday,Sep,4,Male,Married
3461,Jan,4,Monday,Pontiac,Urban,Monday,Jan,4,Male,Married
11034,Jul,5,Saturday,Honda,Urban,Monday,Aug,1,Male,Single
6735,Feb,4,Sunday,Mazda,Urban,Monday,Mar,3,Male,Married
14570,Dec,2,Wednesday,Toyota,Urban,Tuesday,Dec,2,Male,Married
12183,Feb,4,Saturday,Mazda,Urban,Wednesday,Mar,1,Male,Single
13911,Oct,4,Saturday,Mazda,Urban,Tuesday,Oct,4,Male,Married
9596,Mar,1,Wednesday,Chevrolet,Rural,Tuesday,Mar,3,Male,Married
1311,Dec,4,Thursday,Ford,Urban,Thursday,Dec,4,Female,Single
15365,Dec,5,Monday,Chevrolet,Urban,Thursday,Apr,1,Male,Married
5521,Aug,3,Sunday,Honda,Rural,Tuesday,Nov,3,Male,Married
14631,Apr,1,Tuesday,Pontiac,Urban,Wednesday,Apr,1,Male,Single
859,Aug,1,Tuesday,Chevrolet,Urban,Tuesday,Aug,1,Male,Single
12085,Feb,1,Saturday,Pontiac,Urban,Tuesday,Feb,2,Male,Married
398,Mar,1,Thursday,Honda,Urban,Friday,Mar,1,Male,Married
2548,Apr,4,Saturday,Honda,Urban,Tuesday,Apr,4,Female,Married
6569,Sep,3,Wednesday,Ford,Urban,Wednesday,Sep,3,Male,Married
1244,Oct,3,Monday,Honda,Urban,Tuesday,Oct,3,Male,Married
13949,Aug,2,Monday,Chevrolet,Urban,Thursday,Aug,2,Male,Married
10015,Feb,2,Friday,Toyota,Urban,Thursday,Feb,3,Female,Married
2594,Jul,2,Sunday,Toyota,Urban,Wednesday,Jul,2,Male,Single
5890,May,2,Monday,Accura,Urban,Tuesday,May,2,Male,Married
14609,Jun,3,Tuesday,Toyota,Urban,Tuesday,Jun,3,Female,Married
873,Dec,3,Wednesday,Mazda,Urban,Thursday,Dec,3,Male,Married
3004,Jul,5,Sunday,Mazda,Urban,Thursday,Aug,1,Male,Married
6645,Sep,4,Monday,Pontiac,Urban,Wednesday,Sep,4,Male,Married
14982,Dec,2,Tuesday,Honda,Rural,Wednesday,Dec,2,Male,Married
11694,Sep,3,Thursday,Chevrolet,Urban,Monday,Sep,3,Male,Married
14728,Dec,2,Monday,Pontiac,Urban,Tuesday,Dec,2,Male,Married
6068,Jul,2,Tuesday,Toyota,Urban,Tuesday,Jul,2,Male,Married
13109,Dec,3,Saturday,Pontiac,Urban,Monday,Dec,3,Female,Married
13226,Sep,3,Monday,Mazda,Rural,Thursday,Oct,1,Male,Married
1335,Aug,5,Tuesday,Chevrolet,Urban,Wednesday,Sep,1,Male,Married
3595,Mar,2,Wednesday,Chevrolet,Urban,Friday,Mar,2,Male,Single
4943,Jul,2,Thursday,Chevrolet,Urban,Thursday,Jul,5,Male,Married
1807,May,3,Monday,Mazda,Urban,Monday,May,3,Female,Single
462,Sep,3,Tuesday,Accura,Urban,Wednesday,Sep,4,Male,Married
3819,May,3,Friday,Mazda,Urban,Monday,May,4,Male,Single
9779,Dec,4,Thursday,Chevrolet,Urban,Friday,Dec,4,Male,Married
14842,Jun,2,Friday,Chevrolet,Urban,Thursday,Jun,3,Male,Single
15271,Jun,1,Monday,Pontiac,Urban,Friday,Jun,3,Male,Married
3128,May,3,Wednesday,Honda,Rural,Wednesday,May,4,Male,Married
9754,Feb,4,Saturday,Ford,Urban,Tuesday,Mar,1,Male,Married
2037,May,2,Monday,Pontiac,Rural,Tuesday,May,2,Male,Single
3317,Jun,2,Sunday,Pontiac,Urban,Monday,Jun,2,Male,Single
11212,Apr,1,Sunday,Honda,Urban,Tuesday,Apr,1,Male,Married
9698,Jul,2,Thursday,Honda,Urban,Monday,Jul,2,Male,Married
5725,Dec,1,Sunday,Honda,Urban,Wednesday,Dec,2,Male,Single
1887,Mar,3,Wednesday,Mecedes,Urban,Wednesday,Mar,3,Male,Married
5247,Sep,4,Thursday,Pontiac,Urban,Tuesday,Sep,3,Male,Married
13536,Jan,5,Saturday,Honda,Urban,Friday,Feb,1,Male,Married
842,May,2,Friday,Pontiac,Urban,Monday,May,3,Male,Married
7669,Sep,4,Monday,Chevrolet,Urban,Monday,Sep,4,Male,Single
6879,Jun,1,Sunday,Chevrolet,Urban,Wednesday,Jul,2,Male,Single
15229,Mar,2,Tuesday,Pontiac,Urban,Wednesday,Mar,4,Female,Single
9714,Oct,3,Saturday,Pontiac,Rural,Tuesday,Oct,4,Male,Married
7705,Jul,4,Monday,Pontiac,Urban,Monday,Aug,1,Male,Married
2216,Jan,5,Tuesday,Pontiac,Urban,Wednesday,Feb,2,Male,Married
9985,Feb,2,Wednesday,Ford,Urban,Thursday,Feb,3,Male,Married
9758,Feb,3,Monday,Accura,Rural,Tuesday,Feb,4,Male,Married
11126,Apr,1,Wednesday,Honda,Urban,Thursday,Apr,2,Male,Married
6643,Dec,5,Thursday,Pontiac,Urban,Thursday,Dec,5,Male,Single
